machineID,datetime,volt,rotate,pressure,vibration,model,age,failure
1,12/15/2015 11:00,176.4637011,486.243779,112.885952,43.27688384,model3,18,0
1,12/15/2015 12:00,174.4601674,439.6131196,105.4051271,49.17189386,model3,18,0
1,12/15/2015 13:00,171.0764891,421.1696599,114.0756781,49.38424069,model3,18,0
1,12/15/2015 14:00,178.6912638,389.812622,99.64107181,45.58487258,model3,18,0
1,12/15/2015 15:00,183.609264,457.7521921,87.84149147,52.56370949,model3,18,0
1,12/15/2015 16:00,188.7511318,457.3230854,92.89830919,48.78829975,model3,18,0
1,12/15/2015 17:00,181.7744751,506.8806802,90.60127666,54.18508293,model3,18,0
1,12/15/2015 18:00,172.9645153,383.9709916,108.9271721,53.24617195,model3,18,0
1,12/15/2015 19:00,155.7354584,453.5983206,94.43963053,48.97382864,model3,18,0
1,12/15/2015 20:00,182.8711954,417.511442,93.5312404,55.31212165,model3,18,0
1,12/15/2015 21:00,167.3558598,423.058077,95.90237839,53.18521261,model3,18,0
1,12/15/2015 22:00,176.7870703,466.6426714,112.3795819,51.76996921,model3,18,0
1,12/15/2015 23:00,151.9925518,464.4187224,95.61035573,52.86393699,model3,18,0
1,12/16/2015 0:00,169.4877528,498.0502523,81.02556439,43.41869198,model3,18,0
1,12/16/2015 1:00,165.8896063,420.7291119,109.7918258,52.04902677,model3,18,0
1,12/16/2015 2:00,176.0887764,431.7576455,112.8760047,48.83702621,model3,18,0
1,12/16/2015 3:00,150.5596668,419.9962666,80.8321912,55.43137504,model3,18,0
1,12/16/2015 4:00,196.2624391,430.3260719,82.00422098,50.30667479,model3,18,0
1,12/16/2015 5:00,220.0033112,414.947145,97.21572878,48.49238174,model3,18,0
1,12/16/2015 6:00,137.7013082,501.7706526,108.5571106,47.96021848,model3,18,1
1,12/16/2015 7:00,202.4755203,469.3548578,106.6406862,35.04369262,model3,18,0
1,12/16/2015 8:00,179.575085,508.2152306,95.99175626,35.75655229,model3,18,0
1,12/16/2015 9:00,206.7027094,515.1568579,100.8673078,40.43970106,model3,18,0
1,12/16/2015 10:00,178.1978861,440.6372634,90.92797959,44.54118311,model3,18,0
